Date,Home,Score_H,Away,Score_A
1/10/2026,Lipscomb,84,@FGCU,77
1/10/2026,@E Kentucky,79,Cent Arkansas,75
1/10/2026,Austin Peay,81,@Stetson,69
1/10/2026,Tennessee Tech,59,@W Illinois,54
1/10/2026,TN Martin,73,@Southern Indiana,56
1/10/2026,@Morehead St,71,SE Missouri St,69
1/10/2026,Ark Little Rock,82,@Lindenwood,74
1/10/2026,@E Illinois,74,Tennessee St,70
1/10/2026,@Cal Baptist,58,Southern Utah,55
1/10/2026,@Utah Valley,92,Utah Tech,76
1/10/2026,@UT Arlington,82,Abilene Chr,72
1/10/2026,@Louisiana Tech,70,Delaware,68
1/10/2026,Liberty,82,@Sam Houston St,74
1/10/2026,@Missouri St,79,Florida Intl,71
1/10/2026,MTSU,59,@New Mexico St,55
1/10/2026,WKU,68,@UTEP,56
1/10/2026,@Kennesaw,88,Jacksonville St,82
1/10/2026,Harvard,79,@Columbia,54
1/10/2026,@Long Beach St,81,CS Bakersfield,75
1/10/2026,@CS Fullerton,86,CS Northridge,79
1/10/2026,@MD E Shore,69,Howard,57
1/10/2026,NC Central,88,@Coppin St,77
1/10/2026,@Portland St,96,CS Sacramento,69
1/10/2026,Idaho St,81,@Northern Arizona,79
1/10/2026,Holy Cross,84,@American Univ,73
1/10/2026,@Boston Univ,100,Army,91
1/10/2026,Winthrop,71,@SC Upstate,50
1/10/2026,UNC Asheville,91,@Radford,72
1/10/2026,@Longwood,77,Presbyterian,70
1/10/2026,High Point,84,@Charleston So,82
1/10/2026,Utah St,93,@Boise St,68
1/10/2026,@Grand Canyon,76,San Jose St,58
1/10/2026,@San Diego St,71,Fresno St,52
1/10/2026,Jackson St,75,@Alabama St,64
1/10/2026,@Bethune-Cookman,74,Grambling,65
1/10/2026,@Morgan St,72,S Carolina St,67
1/10/2026,@Nevada,92,Wyoming,83
1/10/2026,Norfolk St,66,@Delaware St,64
1/10/2026,@Florida A&M,67,Southern Univ,59
1/10/2026,Alcorn St,64,@Alabama A&M,62
1/10/2026,St Louis,84,@La Salle,72
1/10/2026,@G Washington,101,Loyola-Chicago,66
1/10/2026,@George Mason,86,VCU,80
1/10/2026,Fordham,81,@St Bonaventure,77
1/10/2026,Rhode Island,70,@Davidson,45
1/10/2026,Tulane,85,@UT San Antonio,52
1/10/2026,South Florida,93,@Tulsa,78
1/10/2026,@West Virginia,86,Kansas,75
1/10/2026,BYU,89,@Utah,84
1/10/2026,Arizona,86,@TCU,73
1/10/2026,@Iowa St,83,Oklahoma St,71
1/10/2026,Texas Tech,73,@Colorado,71
1/10/2026,Houston,77,@Baylor,55
1/10/2026,@Arizona St,87,Kansas St,84
1/10/2026,Wisconsin,91,@Michigan,88
1/10/2026,Nebraska,83,@Indiana,77
1/10/2026,@St Mary's CA,88,Washington St,82
1/10/2026,San Francisco,80,@Pepperdine,60
1/10/2026,@Pacific,77,San Diego,70
1/10/2026,@Portland,82,Oregon St,76
1/10/2026,@Santa Clara,103,Loy Marymount,72
1/10/2026,Ark Pine Bluff,74,@TX Southern,66
1/10/2026,@Murray St,92,Valparaiso,79
1/10/2026,Evansville,72,@Indiana St,69
1/10/2026,IL Chicago,63,@Illinois St,59
1/10/2026,@Bradley,75,Northern Iowa,69
1/10/2026,Belmont,78,@Drake,76
1/10/2026,Dartmouth,102,@Cornell,91
1/10/2026,Syracuse,83,@Pittsburgh,72
1/10/2026,Texas,92,@Alabama,88
1/10/2026,@North Carolina,87,Wake Forest,84
1/10/2026,Lehigh,78,@Colgate,77
1/10/2026,@Jacksonville,75,West Georgia,43
1/10/2026,@Kentucky,92,Mississippi St,68
1/10/2026,@UCLA,67,Maryland,55
1/10/2026,@Miami FL,91,Georgia Tech,81
1/10/2026,@Prairie View,70,MS Valley St,69
1/10/2026,@Mississippi,76,Missouri,69
1/10/2026,Clemson,76,@Notre Dame,61
1/10/2026,Georgia,75,@South Carolina,70
1/10/2026,@Purdue,93,Penn St,85
1/10/2026,@Texas A&M,83,Oklahoma,76
1/11/2026,@Detroit,94,Cleveland St,84
1/11/2026,Wright St,94,@Oakland,84
1/11/2026,@WI Green Bay,80,N Kentucky,78
1/11/2026,PFW,79,@Robert Morris,74
1/11/2026,@WI Milwaukee,95,IUPUI,83
1/11/2026,@Iona,74,Canisius,48
1/11/2026,Marist,71,@Rider,49
1/11/2026,@Manhattan,79,Niagara,70
1/11/2026,Quinnipiac,70,@Sacred Heart,60
1/11/2026,Siena,67,@Mt St Mary's,50
1/11/2026,@St Peter's,76,Merrimack,63
1/11/2026,St Joseph's PA,67,@Richmond,65
1/11/2026,@Wichita St,78,North Texas,67
1/11/2026,@FL Atlantic,89,Memphis,78
1/11/2026,Charlotte,74,@Rice,73
1/11/2026,UAB,87,@East Carolina,85
1/11/2026,@UCF,73,Cincinnati,72
1/11/2026,@Washington,81,Ohio St,74
1/11/2026,@Rutgers,77,Northwestern,75
1/11/2026,Illinois,75,@Iowa,69
1/12/2026,MD E Shore,74,@Norfolk St,70
1/12/2026,@Lamar,64,Houston Chr,56
1/12/2026,@American Univ,65,Navy,51
1/12/2026,@SF Austin,56,Incarnate Word,46
1/12/2026,@Northwestern LA,64,UTRGV,63
1/12/2026,New Orleans,79,@SE Louisiana,76
1/12/2026,@McNeese St,94,Nicholls St,68
1/12/2026,TAM C. Christi,61,@East Texas A&M,50
1/12/2026,S Carolina St,74,@Coppin St,72
1/12/2026,@Alabama St,81,Alcorn St,66
1/12/2026,@Florida A&M,91,Grambling,84
1/12/2026,NC Central,89,@Morgan St,78
1/12/2026,@Prairie View,73,Ark Pine Bluff,61
1/12/2026,Southern Univ,77,@Bethune-Cookman,73
1/12/2026,@Alabama A&M,100,Jackson St,91
1/12/2026,@TX Southern,84,MS Valley St,51
1/12/2026,@Howard,84,Delaware St,58
1/13/2026,Connecticut,69,@Seton Hall,64
1/13/2026,Villanova,88,@Providence,82
1/13/2026,@Creighton,86,Georgetown,83
1/13/2026,@St John's,92,Marquette,68
1/13/2026,@Syracuse,94,Florida St,86
1/13/2026,Miami FL,81,@Notre Dame,69
1/13/2026,Virginia,79,@Louisville,70
1/13/2026,@Clemson,74,Boston College,50
1/13/2026,@San Jose St,70,Air Force,62
1/13/2026,Massachusetts,85,@W Michigan,82
1/13/2026,@Toledo,101,Ohio,85
1/13/2026,@E Michigan,77,N Illinois,59
1/13/2026,Kent,87,@Buffalo,81
1/13/2026,@Miami OH,100,C Michigan,61
1/13/2026,@Akron,87,Ball St,77
1/13/2026,@Tennessee,87,Texas A&M,82
1/13/2026,Florida,96,@Oklahoma,79
1/13/2026,Alabama,97,@Mississippi St,82
1/13/2026,@E Illinois,57,W Illinois,55
1/13/2026,@UNLV,89,Boise St,85
1/13/2026,@New Mexico,87,Grand Canyon,64
1/13/2026,George Mason,82,@Loyola-Chicago,74
1/13/2026,Dayton,71,@Duquesne,65
1/13/2026,Baylor,94,@Oklahoma St,79
1/13/2026,@Kansas,84,Iowa St,63
1/13/2026,@Houston,77,West Virginia,48
1/13/2026,@USC,88,Maryland,71
1/13/2026,@Nebraska,90,Oregon,55
1/13/2026,Wisconsin,78,@Minnesota,75
1/13/2026,@Michigan St,81,Indiana,60
1/13/2026,St Mary's CA,82,@San Francisco,68
1/13/2026,@Fresno St,79,Colorado St,69
1/13/2026,IL Chicago,69,@Northern Iowa,61
1/13/2026,Bradley,94,@Evansville,90
1/13/2026,@Belmont,78,Valparaiso,74
1/14/2026,@Texas,80,Vanderbilt,64
1/14/2026,@Missouri,84,Auburn,74
1/14/2026,Mississippi,97,@Georgia,95
1/14/2026,@Xavier,89,Butler,75
1/14/2026,@Denver,98,Oral Roberts,87
1/14/2026,@N Dakota St,76,S Dakota St,65
1/14/2026,Sacred Heart,86,@Siena,80
1/14/2026,Niagara,59,@Canisius,54
1/14/2026,@Fairfield,98,Manhattan,62
1/14/2026,Chattanooga,76,@Wofford,67
1/14/2026,@W Carolina,72,ETSU,68
1/14/2026,Furman,77,@Samford,73
1/14/2026,@Texas St,59,Louisiana,54
1/14/2026,@Troy,91,Southern Miss,65
1/14/2026,Coastal Car,85,@Marshall,83
1/14/2026,@WKU,87,Missouri St,72
1/14/2026,@Louisiana Tech,59,MTSU,58
1/14/2026,@Kennesaw,89,Florida Intl,86
1/14/2026,Sam Houston St,77,@Jacksonville St,62
1/14/2026,St Peter's,74,@Quinnipiac,70
1/14/2026,Colgate,86,@Loyola MD,80
1/14/2026,@Holy Cross,82,Army,75
1/14/2026,Lehigh,93,@Boston Univ,91
1/14/2026,SC Upstate,86,@Charleston So,81
1/14/2026,@Presbyterian,71,UNC Asheville,70
1/14/2026,Radford,89,@Gardner Webb,80
1/14/2026,@Winthrop,92,High Point,75
1/14/2026,@Rider,72,Iona,68
1/14/2026,@St Joseph's PA,68,St Bonaventure,64
1/14/2026,VCU,84,@Rhode Island,75
1/14/2026,@Richmond,74,La Salle,53
1/14/2026,@St Louis,78,Fordham,56
1/14/2026,Davidson,84,@G Washington,79
1/14/2026,Rice,89,@UT San Antonio,73
1/14/2026,@Memphis,55,Temple,53
1/14/2026,@South Florida,82,East Carolina,71
1/14/2026,Tulsa,86,@Charlotte,74
1/14/2026,UAB,82,@Tulane,69
1/14/2026,@Texas Tech,88,Utah,74
1/14/2026,UCF,82,@Kansas St,73
1/14/2026,@Cincinnati,77,Colorado,68
1/14/2026,@BYU,76,TCU,70
1/14/2026,@Arizona,89,Arizona St,82
1/14/2026,Michigan,82,@Washington,72
1/14/2026,@Purdue,79,Iowa,72
1/14/2026,UCLA,71,@Penn St,60
1/14/2026,Illinois,79,@Northwestern,68
1/14/2026,@Bucknell,76,Lafayette,69
1/14/2026,San Diego St,74,@Wyoming,57
1/14/2026,@Indiana St,94,Illinois St,89
1/14/2026,Drake,76,@S Illinois,73
1/14/2026,Pittsburgh,89,@Georgia Tech,66
1/14/2026,Kentucky,75,@LSU,74
1/14/2026,@Stanford,95,North Carolina,90
1/14/2026,@Arkansas,108,South Carolina,74
1/14/2026,Duke,71,@California,56
1/14/2026,@SMU,77,Virginia Tech,76
1/14/2026,@Utah St,71,Nevada,62
1/14/2026,@Oregon St,76,Loy Marymount,70
1/14/2026,@Santa Clara,85,Pacific,69
1/14/2026,@Pepperdine,67,Portland,63
1/15/2026,@South Dakota,99,Missouri KC,83
1/15/2026,St Thomas MN,91,@North Dakota,80
1/15/2026,@Wright St,93,Youngstown St,83
1/15/2026,Oakland,73,@WI Milwaukee,60
1/15/2026,@N Kentucky,96,Detroit,71
1/15/2026,WI Green Bay,88,@Cleveland St,73
1/15/2026,NJIT,73,@MA Lowell,64
1/15/2026,@Bryant,79,UMBC,74
1/15/2026,@Vermont,67,Maine,62
1/15/2026,@SUNY Albany,69,Binghamton,53
1/15/2026,@Towson,61,Col Charleston,52
1/15/2026,@Northeastern,85,Elon,78
1/15/2026,@William & Mary,97,NC A&T,89
1/15/2026,Drexel,73,@Monmouth NJ,51
1/15/2026,@Stony Brook,76,Hofstra,71
1/15/2026,Mercer,77,@VMI,67
1/15/2026,@UNC Greensboro,69,Citadel,66
1/15/2026,Hawaii,86,@Cal Poly,66
1/15/2026,@South Alabama,91,Arkansas St,87
1/15/2026,@Ga Southern,87,Old Dominion,84
1/15/2026,@Appalachian St,80,James Madison,65
1/15/2026,@CS Sacramento,83,Northern Arizona,69
1/15/2026,@Weber St,91,E Washington,80
1/15/2026,@Stetson,95,West Georgia,86
1/15/2026,Queens NC,85,@FGCU,74
1/15/2026,North Florida,105,@North Alabama,91
1/15/2026,@Cent Arkansas,62,Jacksonville,60
1/15/2026,@Austin Peay,74,E Kentucky,72
1/15/2026,@Lipscomb,81,Bellarmine,71
1/15/2026,Southern Indiana,71,@Tennessee Tech,54
1/15/2026,@TN Martin,65,SIUE,59
1/15/2026,@Tennessee St,105,Morehead St,100
1/15/2026,Lindenwood,88,@SE Missouri St,76
1/15/2026,@Ark Little Rock,74,E Illinois,63
1/15/2026,UT Arlington,56,@Utah Tech,52
1/15/2026,@Southern Utah,106,Tarleton St,105
1/15/2026,Cal Baptist,74,@Abilene Chr,58
1/15/2026,UTEP,70,@Delaware,69
1/15/2026,@Liberty,73,New Mexico St,71
1/15/2026,UC Santa Barbara,75,@CS Bakersfield,69
1/15/2026,@IUPUI,96,Robert Morris,93
1/15/2026,@Long Beach St,88,UC Riverside,73
1/15/2026,CS Northridge,84,@UC San Diego,79
1/15/2026,@UC Davis,74,CS Fullerton,69
1/15/2026,@Idaho St,76,Idaho,68
1/15/2026,@Portland St,76,N Colorado,73
1/15/2026,@FL Atlantic,85,Wichita St,67
1/15/2026,Gonzaga,86,@Washington St,65
1/15/2026,@Seattle,75,San Diego,64
1/16/2026,@Providence,93,Creighton,88
1/16/2026,@DePaul,80,Marquette,75
1/16/2026,@Dayton,78,Loyola-Chicago,51
1/16/2026,@Kansas,80,Baylor,62
1/16/2026,@Boise St,79,Colorado St,73
1/16/2026,@Ball St,76,Ohio,71
1/16/2026,@Kent,87,Toledo,84
1/17/2026,@UC Riverside,81,CS Fullerton,72
1/17/2026,Butler,77,@Seton Hall,66
1/17/2026,St John's,86,@Villanova,79
1/17/2026,Connecticut,64,@Georgetown,62
1/17/2026,@Virginia Tech,89,Notre Dame,76
1/17/2026,Virginia,72,@SMU,68
1/17/2026,Louisville,100,@Pittsburgh,59
1/17/2026,Georgia Tech,78,@NC State,74
1/17/2026,Wake Forest,69,@Florida St,68
1/17/2026,@California,84,North Carolina,78
1/17/2026,Nevada,81,@Air Force,66
1/17/2026,Navy,82,@Lehigh,79
1/17/2026,@S Dakota St,90,Missouri KC,62
1/17/2026,@N Dakota St,68,St Thomas MN,65
1/17/2026,NE Omaha,73,@Oral Roberts,62
1/17/2026,@North Dakota,96,South Dakota,80
1/17/2026,Robert Morris,92,@N Kentucky,89
1/17/2026,@Cleveland St,80,Youngstown St,78
1/17/2026,@Akron,104,W Michigan,89
1/17/2026,@N Illinois,70,Massachusetts,68
1/17/2026,@Bowling Green,85,E Michigan,79
1/17/2026,@Miami OH,105,Buffalo,102
1/17/2026,Mt St Mary's,78,@Canisius,68
1/17/2026,@Marist,82,Fairfield,67
1/17/2026,Siena,74,@Manhattan,59
1/17/2026,@Harvard,87,Princeton,80
1/17/2026,Penn,84,@Dartmouth,74
1/17/2026,@New Haven,80,Wagner,74
1/17/2026,Central Conn,98,@St Francis PA,90
1/17/2026,Le Moyne,72,@Chicago St,57
1/17/2026,@UNC Wilmington,78,Campbell,75
1/17/2026,@Stony Brook,112,Col Charleston,106
1/17/2026,Elon,89,@Hofstra,85
1/17/2026,Chattanooga,90,@W Carolina,82
1/17/2026,Citadel,82,@VMI,68
1/17/2026,Mercer,102,@UNC Greensboro,92
1/17/2026,ETSU,76,@Samford,75
1/17/2026,Wofford,74,@Furman,70
1/17/2026,@UC Santa Barbara,77,Hawaii,62
1/17/2026,@Incarnate Word,76,Northwestern LA,74
1/17/2026,Lamar,90,@Nicholls St,80
1/17/2026,SF Austin,84,@New Orleans,79
1/17/2026,@UTRGV,79,McNeese St,76
1/17/2026,@Troy,99,Arkansas St,74
1/17/2026,@Texas St,74,Southern Miss,67
1/17/2026,Louisiana,59,@South Alabama,56
1/17/2026,Georgia St,77,@ULM,57
1/17/2026,Coastal Car,79,@Ga Southern,75
1/17/2026,@Marshall,77,James Madison,72
1/17/2026,Old Dominion,75,@Appalachian St,73
1/17/2026,@CS Sacramento,93,N Colorado,89
1/17/2026,Idaho,75,@Weber St,67
1/17/2026,Alabama,83,@Oklahoma,81
1/17/2026,Texas A&M,74,@Texas,70
1/17/2026,Florida,98,@Vanderbilt,94
1/17/2026,Kentucky,80,@Tennessee,78
1/17/2026,@Georgia,90,Arkansas,76
1/17/2026,@FGCU,90,West Georgia,72
1/17/2026,Queens NC,87,@Stetson,81
1/17/2026,@Cent Arkansas,98,North Florida,69
1/17/2026,Jacksonville,90,@North Alabama,68
1/17/2026,@E Kentucky,89,Bellarmine,69
1/17/2026,@Lipscomb,82,Austin Peay,78
1/17/2026,@Tennessee St,73,Southern Indiana,67
1/17/2026,SIUE,68,@SE Missouri St,55
1/17/2026,Morehead St,76,@Tennessee Tech,70
1/17/2026,@Ark Little Rock,86,W Illinois,79
1/17/2026,@TN Martin,69,Lindenwood,55
1/17/2026,@Utah Valley,86,UT Arlington,74
1/17/2026,@Utah Tech,75,Tarleton St,71
1/17/2026,@Southern Utah,74,Abilene Chr,52
1/17/2026,@MTSU,90,Missouri St,87
1/17/2026,Kennesaw,81,@WKU,65
1/17/2026,@Jacksonville St,64,Louisiana Tech,60
1/17/2026,Sam Houston St,76,@Florida Intl,63
1/17/2026,@Liberty,80,UTEP,69
1/17/2026,New Mexico St,97,@Delaware,68
1/17/2026,@Loyola MD,74,Boston Univ,57
1/17/2026,@Brown,86,Columbia,80
1/17/2026,@Yale,102,Cornell,68
1/17/2026,Detroit,80,@IUPUI,77
1/17/2026,Stonehill,62,@Mercyhurst,57
1/17/2026,LIU Brooklyn,66,@F Dickinson,59
1/17/2026,@MD E Shore,70,Coppin St,67
1/17/2026,@TAM C. Christi,68,SE Louisiana,56
1/17/2026,@Houston Chr,81,East Texas A&M,70
1/17/2026,@UC Davis,75,UC Irvine,72
1/17/2026,@Portland St,63,Northern Arizona,52
1/17/2026,E Washington,84,@Idaho St,66
1/17/2026,UC San Diego,83,@CS Bakersfield,62
1/17/2026,@Lafayette,74,Holy Cross,55
1/17/2026,Winthrop,69,@UNC Asheville,67
1/17/2026,@High Point,89,SC Upstate,69
1/17/2026,Presbyterian,92,@Gardner Webb,55
1/17/2026,@Radford,85,Longwood,83
1/17/2026,@St Peter's,69,Rider,58
1/17/2026,@Grand Canyon,84,Utah St,74
1/17/2026,@San Diego St,83,New Mexico,79
1/17/2026,Southern Univ,71,@Grambling,53
1/17/2026,Morgan St,80,@Delaware St,79
1/17/2026,Norfolk St,89,@S Carolina St,82
1/17/2026,@Jackson St,82,Prairie View,78
1/17/2026,Bethune-Cookman,79,@MS Valley St,63
1/17/2026,@St Louis,88,Richmond,63
1/17/2026,@La Salle,78,St Bonaventure,74
1/17/2026,Duquesne,74,@Fordham,63
1/17/2026,@West Virginia,72,Colorado,61
1/17/2026,@Utah,82,TCU,79
1/17/2026,@Texas Tech,84,BYU,71
1/17/2026,@Oklahoma St,84,Kansas St,83
1/17/2026,@Cincinnati,79,Iowa St,70
1/17/2026,Arizona,84,@UCF,77
1/17/2026,@Wisconsin,96,Rutgers,87
1/17/2026,Michigan St,80,@Washington,63
1/17/2026,Michigan,81,@Oregon,71
1/17/2026,@Ohio St,86,UCLA,74
1/17/2026,Iowa,74,@Indiana,57
1/17/2026,@Illinois,77,Minnesota,67
1/17/2026,TX Southern,72,@Alcorn St,71
1/17/2026,UNLV,76,@San Jose St,62
1/17/2026,@Santa Clara,62,St Mary's CA,54
1/17/2026,Portland,71,@Loy Marymount,58
1/17/2026,Pacific,81,@Oregon St,64
1/17/2026,Gonzaga,71,@Seattle,50
1/17/2026,@Fresno St,63,Wyoming,60
1/17/2026,@Valparaiso,54,Northern Iowa,44
1/17/2026,@Murray St,85,Indiana St,81
1/17/2026,@IL Chicago,74,Drake,67
1/17/2026,@Illinois St,88,Bradley,62
1/17/2026,Belmont,73,@S Illinois,68
1/17/2026,@Colgate,95,Bucknell,76
1/17/2026,Purdue,69,@USC,64
1/17/2026,Duke,80,@Stanford,50
1/17/2026,@Boston College,81,Syracuse,73
1/17/2026,@Auburn,71,South Carolina,67
1/17/2026,Long Beach St,87,@CS Northridge,80
1/17/2026,@Montana St,76,Montana,67
1/17/2026,Howard,83,@NC Central,69
1/17/2026,@LSU,78,Missouri,70
1/17/2026,@Clemson,69,Miami FL,59
1/17/2026,Mississippi,68,@Mississippi St,67
1/17/2026,Nebraska,77,@Northwestern,58
1/17/2026,Florida A&M,71,@Ark Pine Bluff,67
1/17/2026,@Merrimack,83,Quinnipiac,71
1/17/2026,@San Diego,113,Bethesda,67
1/18/2026,@E Illinois,105,Blackburn,49
1/18/2026,Oakland,88,@WI Green Bay,63
1/18/2026,@PFW,100,WI Milwaukee,82
1/18/2026,American Univ,78,@Army,67
1/18/2026,Wichita St,86,@South Florida,85
1/18/2026,North Texas,71,@Tulane,63
1/18/2026,@Memphis,95,UT San Antonio,69
1/18/2026,FL Atlantic,79,@Temple,73
1/18/2026,Charlotte,73,@East Carolina,70
1/18/2026,Tulsa,99,@UAB,77
1/18/2026,@Houston,103,Arizona St,73
1/18/2026,@Maryland,96,Penn St,73
1/18/2026,@San Francisco,85,Washington St,80
1/19/2026,@Monmouth NJ,81,Northeastern,68
1/19/2026,Alabama A&M,73,Alabama St,69
1/19/2026,Sacred Heart,105,@Rider,85
1/19/2026,@Marquette,105,Providence,104
1/19/2026,@Lehigh,88,Loyola MD,81
1/19/2026,@Siena,85,Fairfield,77
1/19/2026,Mt St Mary's,68,@Niagara,58
1/19/2026,Merrimack,68,@Marist,55
1/19/2026,@Harvard,64,Penn,63
1/19/2026,@St Francis PA,63,Stonehill,61
1/19/2026,@Le Moyne,83,LIU Brooklyn,77
1/19/2026,@F Dickinson,68,Wagner,61
1/19/2026,@SUNY Albany,75,Vermont,68
1/19/2026,New Hampshire,65,@Maine,48
1/19/2026,UMBC,78,@Binghamton,60
1/19/2026,@NJIT,79,Bryant,55
1/19/2026,@Hampton,82,NC A&T,61
1/19/2026,SF Austin,79,@Nicholls St,62
1/19/2026,@New Orleans,89,Lamar,76
1/19/2026,East Texas A&M,80,@Incarnate Word,58
1/19/2026,Montana St,73,@N Colorado,68
1/19/2026,Montana,98,@Northern Arizona,72
1/19/2026,Cornell,89,@Brown,67
1/19/2026,@Yale,91,Columbia,74
1/19/2026,@Quinnipiac,98,Manhattan,92
1/19/2026,@Mercyhurst,79,Central Conn,61
1/19/2026,New Haven,62,@Chicago St,56
1/19/2026,@UTRGV,68,SE Louisiana,65
1/19/2026,@Houston Chr,82,Northwestern LA,80
1/19/2026,McNeese St,69,@TAM C. Christi,53
1/19/2026,@St Peter's,77,Iona,63
1/19/2026,@Norfolk St,86,Eliz. City St,61
1/19/2026,@Alcorn St,76,Prairie View,75
1/19/2026,Bethune-Cookman,87,@Ark Pine Bluff,82
1/19/2026,@VCU,79,St Joseph's PA,72
1/19/2026,@George Mason,69,G Washington,64
1/19/2026,@Jackson St,94,TX Southern,89
1/19/2026,@Dartmouth,71,Princeton,69
1/19/2026,@Howard,78,Morehouse,69
1/19/2026,Florida A&M,62,@MS Valley St,48
1/19/2026,@Towson,59,Drexel,58
1/20/2026,@St John's,65,Seton Hall,60
1/20/2026,@Butler,87,DePaul,80
1/20/2026,Florida St,65,@Miami FL,63
1/20/2026,NC State,80,@Clemson,76
1/20/2026,SMU,91,@Wake Forest,79
1/20/2026,@Colorado St,81,Air Force,52
1/20/2026,@Massachusetts,84,Toledo,82
1/20/2026,@Ohio,80,N Illinois,77
1/20/2026,Miami OH,107,@Kent,101
1/20/2026,Bowling Green,72,@W Michigan,54
1/20/2026,Ball St,68,@C Michigan,67
1/20/2026,Akron,82,@Buffalo,63
1/20/2026,@South Carolina,85,Oklahoma,76
1/20/2026,Georgia,74,@Missouri,72
1/20/2026,@Florida,79,LSU,61
1/20/2026,@Arkansas,93,Vanderbilt,68
1/20/2026,Auburn,78,@Mississippi,66
1/20/2026,@SE Missouri St,66,TN Martin,50
1/20/2026,Boise St,81,@Wyoming,65
1/20/2026,@Nevada,87,San Jose St,54
1/20/2026,UNLV,86,@Utah St,76
1/20/2026,@S Carolina St,56,Mid-Atlantic Chr,50
1/20/2026,@St Bonaventure,84,Loyola-Chicago,70
1/20/2026,St Louis,81,@Duquesne,77
1/20/2026,@TCU,68,Oklahoma St,65
1/20/2026,@Kansas St,81,Utah,78
1/20/2026,@Iowa St,87,UCF,57
1/20/2026,Kansas,75,@Colorado,69
1/20/2026,Texas Tech,92,@Baylor,73
1/20/2026,@UCLA,69,Purdue,67
1/20/2026,Michigan St,68,@Oregon,52
1/20/2026,@Ohio St,82,Minnesota,74
1/20/2026,@Michigan,86,Indiana,72
1/20/2026,@Iowa,68,Rutgers,62
1/20/2026,@IL Chicago,76,Evansville,49
1/20/2026,@Morgan St,128,VA-Lynchburg,53
1/21/2026,@Villanova,66,Georgetown,51
1/21/2026,@Creighton,94,Xavier,93
1/21/2026,@Navy,85,Holy Cross,68
1/21/2026,South Dakota,68,@NE Omaha,64
1/21/2026,Cleveland St,85,@Wright St,79
1/21/2026,PFW,83,@Detroit,76
1/21/2026,IUPUI,103,@Oakland,85
1/21/2026,@Wofford,88,Samford,78
1/21/2026,UNC Greensboro,85,@VMI,78
1/21/2026,@Citadel,77,Furman,75
1/21/2026,@Mercer,88,W Carolina,76
1/21/2026,ETSU,67,@Chattanooga,66
1/21/2026,Troy,83,@Old Dominion,77
1/21/2026,@Queens NC,87,North Alabama,62
1/21/2026,@Southern Utah,84,Utah Valley,70
1/21/2026,@Cal Baptist,73,Utah Tech,64
1/21/2026,@UT Arlington,71,Tarleton St,64
1/21/2026,Liberty,76,@WKU,69
1/21/2026,@Sam Houston St,93,Kennesaw,87
1/21/2026,@Boston Univ,77,Lafayette,73
1/21/2026,UNC Asheville,83,@SC Upstate,69
1/21/2026,@Winthrop,76,Radford,75
1/21/2026,@Longwood,91,Gardner Webb,56
1/21/2026,@Presbyterian,87,Charleston So,83
1/21/2026,@American Univ,70,Colgate,66
1/21/2026,Rhode Island,69,@Richmond,68
1/21/2026,@La Salle,67,Dayton,64
1/21/2026,@Davidson,68,Fordham,63
1/21/2026,@North Texas,81,UT San Antonio,62
1/21/2026,Temple,69,@Rice,65
1/21/2026,@Tulsa,83,Memphis,66
1/21/2026,@FL Atlantic,79,Tulane,74
1/21/2026,@Wichita St,77,East Carolina,60
1/21/2026,West Virginia,75,@Arizona St,63
1/21/2026,@Arizona,77,Cincinnati,51
1/21/2026,Army,87,@Bucknell,84
1/21/2026,Northwestern,74,@USC,68
1/21/2026,@Nebraska,76,Washington,66
1/21/2026,@Illinois,89,Maryland,70
1/21/2026,@Valparaiso,69,S Illinois,63
1/21/2026,@Illinois St,59,Northern Iowa,54
1/21/2026,@Drake,101,Murray St,90
1/21/2026,@Bradley,75,Indiana St,68
1/21/2026,@Grand Canyon,70,San Diego St,69
1/21/2026,@North Carolina,91,Notre Dame,69
1/21/2026,@Boston College,65,Pittsburgh,62
1/21/2026,@Kentucky,85,Texas,80
1/21/2026,Virginia Tech,76,@Syracuse,74
1/21/2026,@Texas A&M,88,Mississippi St,68
1/21/2026,@Seattle,69,Loy Marymount,59
1/21/2026,@San Diego,96,Washington St,92
1/21/2026,@New Mexico,83,Fresno St,74
1/21/2026,@St Mary's CA,81,Oregon St,51
1/21/2026,@Gonzaga,84,Pepperdine,60
1/22/2026,@St Thomas MN,74,S Dakota St,69
1/22/2026,N Dakota St,82,@Denver,77
1/22/2026,North Dakota,79,@Oral Roberts,62
1/22/2026,@Robert Morris,88,WI Milwaukee,76
1/22/2026,@Youngstown St,88,WI Green Bay,81
1/22/2026,@Fairfield,62,Niagara,61
1/22/2026,@Siena,69,Marist,50
1/22/2026,Vermont,77,@MA Lowell,68
1/22/2026,@UMBC,87,NJIT,74
1/22/2026,@New Hampshire,88,Binghamton,82
1/22/2026,@Maine,52,SUNY Albany,49
1/22/2026,@William & Mary,77,UNC Wilmington,70
1/22/2026,@Col Charleston,87,Campbell,83
1/22/2026,Towson,72,@Elon,59
1/22/2026,@Hampton,65,Monmouth NJ,63
1/22/2026,@NC A&T,79,Hofstra,78
1/22/2026,Stony Brook,95,@Northeastern,80
1/22/2026,@UC Santa Barbara,107,Cal Poly,67
1/22/2026,@Hawaii,98,CS Bakersfield,71
1/22/2026,UC Irvine,80,@UC Riverside,66
1/22/2026,@Marshall,115,ULM,60
